"sku","post_title","post_name","post_excerpt","post_content","post_status","menu_order","visibility","stock_status","images"
"FP3251W","Khóa Vân Tay MH: FP3251W","khoa-van-tay-fp325w","-Ưu điểm: Bàn phím cảm ứng sang trọng.
-Màu sắc: Vàng hoặc Đồng.
-Cách mở khóa: 199 vân tay, 08 mã số, 08 remote, có chức năng chống dò mã và chìa khóa cơ trong trường hợp khẩn cấp.
-Cấu tạo: Hợp kim, kính cường lực.
-Pin: Sử dụng pin AA tuổi thọ pin từ 6 tháng đến 12 tháng tùy theo tần suất sử dụng, có chức năng đèn báo pin yếu và kết nối pin dự phòng.
-Thích hợp: Biệt thự, phòng Giám Đốc, căn hộ sang trọng.
-Đố cửa: 38mm (dày) x 115mm (rộng).
-Kích thước: 310mm (dài) x 75mm (rộng) x 35mm (dày).
-Thiết kế và công nghệ: Đến từ AUSTRALIA.","-Ưu điểm: Bàn phím cảm ứng sang trọng.
-Màu sắc: Vàng hoặc Đồng.
-Cách mở khóa: 199 vân tay, 08 mã số, 08 remote, có chức năng chống dò mã và chìa khóa cơ trong trường hợp khẩn cấp.
-Cấu tạo: Hợp kim, kính cường lực.
-Pin: Sử dụng pin AA tuổi thọ pin từ 6 tháng đến 12 tháng tùy theo tần suất sử dụng, có chức năng đèn báo pin yếu và kết nối pin dự phòng.
-Thích hợp: Biệt thự, phòng Giám Đốc, căn hộ sang trọng.
-Đố cửa: 38mm (dày) x 115mm (rộng).
-Kích thước: 310mm (dài) x 75mm (rộng) x 35mm (dày).
-Thiết kế và công nghệ: Đến từ AUSTRALIA.","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/FP3251.png"
"FP8330W","Khóa Vân Tay MH: FP8330W","khoa-van-tay-fp330w","-Màu sắc: Bạc
-Cách mở khóa: remote, 100 vân tay, chìa khóa cơ. Đặt biệt có thể mở khóa bằng Smartphone. Hệ thống sẽ tự động lưu hình ảnh và gửi tin nhắn đến số điện thoại đăng ký
-Cấu tạo: Hợp kim, phủ Nano
-Pin: Sử dụng pin AA, tuổi thọ pin từ 6 tháng đến 12 tháng tùy theo tần suất sử dụng, có chức năng đèn báo pin yếu, kết nối pin dự phòng
-Thích hợp: Phù hợp cho biệt thự, phòng Giám Đốc, căn hộ sang trọng
-Đố cửa: 38mm (dày) x 100mm (rộng)
-Kích thước: 352mm (dài) x 76mm (rộng) x 30 mm (dày)
-Thiết kế và công nghệ: AUSTRALIA
-Bảo hành: 24 tháng","-Màu sắc: Bạc
-Cách mở khóa: remote, 100 vân tay, chìa khóa cơ. Đặt biệt có thể mở khóa bằng Smartphone. Hệ thống sẽ tự động lưu hình ảnh và gửi tin nhắn đến số điện thoại đăng ký
-Cấu tạo: Hợp kim, phủ Nano
-Pin: Sử dụng pin AA, tuổi thọ pin từ 6 tháng đến 12 tháng tùy theo tần suất sử dụng, có chức năng đèn báo pin yếu, kết nối pin dự phòng
-Thích hợp: Phù hợp cho biệt thự, phòng Giám Đốc, căn hộ sang trọng
-Đố cửa: 38mm (dày) x 100mm (rộng)
-Kích thước: 352mm (dài) x 76mm (rộng) x 30 mm (dày)
-Thiết kế và công nghệ: AUSTRALIA
-Bảo hành: 24 tháng","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/FP8330silver-remote.png"
"WV40","Khóa mã số thẻ cảm ứng MH: WV40","khoa-ma-so-the-cam-ung-wv40","- Mở cửa bằng mật mã, thẻ từ thông minh
- Chế độ khóa tự động hoặc bằng tay
- Chống sốc, chống tính điện, chống dò mã
- Báo cháy, báo chộm khẩn cấp thông qua cảm biến nhiệt và cảm biến điện dung
- Chống thấm nước, điều chỉnh âm lường bằng màn hình cảm ứng thông minh
- Chế độ cảnh báo thay pin và chế độ cấp pin dự phòng phía bên ngoài
- Thiết kế mỏng, đẹp, dễ dàng sử dụng
- Màn hình cảm ứng full to đẹp. Vô hiệu hóa trong vòng 3 phút khi nhập sai mật mã 5 lần ","- Mở cửa bằng mật mã, thẻ từ thông minh
- Chế độ khóa tự động hoặc bằng tay
- Chống sốc, chống tính điện, chống dò mã
- Báo cháy, báo chộm khẩn cấp thông qua cảm biến nhiệt và cảm biến điện dung
- Chống thấm nước, điều chỉnh âm lường bằng màn hình cảm ứng thông minh
- Chế độ cảnh báo thay pin và chế độ cấp pin dự phòng phía bên ngoài
- Thiết kế mỏng, đẹp, dễ dàng sử dụng
- Màn hình cảm ứng full to đẹp. Vô hiệu hóa trong vòng 3 phút khi nhập sai mật mã 5 lần ","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/khoa-dien-tu-gateman-wv40-1.jpg"
"A20-IH","Khóa mã số thẻ cảm ứng MH: A20-IH","khoa-ma-so-the-cam-ung-a20-ih","- Mẫu: Khóa cửa thẻ từ Gateman A20-IH (2way)
- Công nghệ khóa cửa siêu an toàn, bảo mật ( IRON HOOK )
- Yêu cầu cửa dày 35 ~ 55 mm
- Kích thước mặt ngoài: 75mm(W) × 230mm​(H) × 23mm​(D)
- Kích thước mặt trong: 80mm​(W) × 231mm​(H) × 30mm​(D)
- Mở cửa bằng: Mật mã / Thẻ từ / Remote ( lựa chọn thêm )
- Nguồn cung cấp: 1.5V AA Alkaline Pin ( LR6 ) x 4
- Nguồn khẩn cấp pin 9V x 1 ( được bán riêng )
- Xuất xứ: Hàn Quốc - Màu sắc: Đen viền Inox","- Mẫu: Khóa cửa thẻ từ Gateman A20-IH (2way)
- Công nghệ khóa cửa siêu an toàn, bảo mật ( IRON HOOK )
- Yêu cầu cửa dày 35 ~ 55 mm
- Kích thước mặt ngoài: 75mm(W) × 230mm​(H) × 23mm​(D)
- Kích thước mặt trong: 80mm​(W) × 231mm​(H) × 30mm​(D)
- Mở cửa bằng: Mật mã / Thẻ từ / Remote ( lựa chọn thêm )
- Nguồn cung cấp: 1.5V AA Alkaline Pin ( LR6 ) x 4
- Nguồn khẩn cấp pin 9V x 1 ( được bán riêng )
- Xuất xứ: Hàn Quốc - Màu sắc: Đen viền Inox","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/khoa-dien-tu-gateman-a20ih-0.jpg"
"WV-60H","Khóa mã số thẻ cảm ứng MH: WV-60H","khoa-ma-so-the-cam-ung-wv-60h","- Mở cửa bằng Mật mã, Thẻ từ, Mở rộng thêm Remore thông qua Module kết nối
- Màn hình cảm ứng thông minh chống trầy xước, chống in dấu vân tay trên màn hình
- Chế độ vô hiệu hóa 3 phút khi nhập sai mật mã 5 lần
- Tính năng khóa cửa tự động sau 3S đóng cửa
- Tính năng khóa ngàm (Hook) chốt dọc từ trên xuống dưới
- Thiết kế chất liệu thép đặc biệt, kiểu dáng bắt mắt siêu đẹp, siêu bền, màu vàng Gold
- Chế độ điều chỉnh âm thanh thông qua công tắc điều khiển
- Chế độ kích Pin khẩn cấp từ bên ngoài khi hết Pin
- Báo cháy, báo trộm, báo Pin yếu thông qua hệ thống cảm biến nhiệt, cảm biến điện rung","- Mở cửa bằng Mật mã, Thẻ từ, Mở rộng thêm Remore thông qua Module kết nối
- Màn hình cảm ứng thông minh chống trầy xước, chống in dấu vân tay trên màn hình
- Chế độ vô hiệu hóa 3 phút khi nhập sai mật mã 5 lần
- Tính năng khóa cửa tự động sau 3S đóng cửa
- Tính năng khóa ngàm (Hook) chốt dọc từ trên xuống dưới
- Thiết kế chất liệu thép đặc biệt, kiểu dáng bắt mắt siêu đẹp, siêu bền, màu vàng Gold
- Chế độ điều chỉnh âm thanh thông qua công tắc điều khiển
- Chế độ kích Pin khẩn cấp từ bên ngoài khi hết Pin
- Báo cháy, báo trộm, báo Pin yếu thông qua hệ thống cảm biến nhiệt, cảm biến điện rung","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/khoa-cua-ma-so-the-tu-gateman-wv60h-699.jpg"
"WV-100","Khóa mã số thẻ cảm ứng MH: WV-100","khoa-ma-so-the-cam-ung-wv-100","Kích thước:76.4(w) X 290.4(H) X 27(D)
BẢO HÀNH: 24 THÁNG
Chất Liệu: Thép đúc liền khối
Nhà sản xuất: Gateman ( KOREA )
Trọng lượng: 4Kg
Quy cách: Khóa điện tử có tay cầm","Kích thước:76.4(w) X 290.4(H) X 27(D)
BẢO HÀNH: 24 THÁNG
Chất Liệu: Thép đúc liền khối
Nhà sản xuất: Gateman ( KOREA )
Trọng lượng: 4Kg
Quy cách: Khóa điện tử có tay cầm","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/khoa-cua-ma-so-the-tu-gateman-wv60h-699.jpg"
"FP6501","Khóa vân tay MH: FP6501","khoa-van-tay-fp6501","Chức năng: Khóa đa chốt. Có chốt độc lập bên trong
Nguồn: PHGLock - Smart Security
Màu sắc: Bạc
Cách mở khóa: Sử dụng 50 mã số, 200 vân tay, 100 thẻ Mifare, có chức năng chống dò mã và chìa khóa cơ trong trường hợp khẩn cấp (2 chìa).
Cấu tạo: Inox và nhựa acrylic
Pin: 8 viên pin AA, thời lượng sử dụng pin từ 06 tháng đến 12 tháng tùy vào tần suất sử dụng, có chức năng đèn báo pin yếu và kết nối pin dự phòng qua cổng microUSB.
Thích hợp: căn hộ cao cấp, nhà phố, biệt thự.
Đố cửa: 40mm (dày), 110mm (sâu).
Kích thước: 363mm (dài) x 78mm (rộng) x 26mm (dày)
Thiết kế và công nghệ: AUSTRALIA
Bảo hành: 2 năm","Chức năng: Khóa đa chốt. Có chốt độc lập bên trong
Nguồn: PHGLock - Smart Security
Màu sắc: Bạc
Cách mở khóa: Sử dụng 50 mã số, 200 vân tay, 100 thẻ Mifare, có chức năng chống dò mã và chìa khóa cơ trong trường hợp khẩn cấp (2 chìa).
Cấu tạo: Inox và nhựa acrylic
Pin: 8 viên pin AA, thời lượng sử dụng pin từ 06 tháng đến 12 tháng tùy vào tần suất sử dụng, có chức năng đèn báo pin yếu và kết nối pin dự phòng qua cổng microUSB.
Thích hợp: căn hộ cao cấp, nhà phố, biệt thự.
Đố cửa: 40mm (dày), 110mm (sâu).
Kích thước: 363mm (dài) x 78mm (rộng) x 26mm (dày)
Thiết kế và công nghệ: AUSTRALIA
Bảo hành: 2 năm","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/(450x450)_FP6501_1.png"
"FP5290","Khóa vân tay MH: FP5290","khoa-van-tay-fp5290","Màu sắc: Bạc
Cách mở khóa: 200 vân tay và chìa khóa cơ trong trường hợp khẩn cấp
Cấu tạo: Inox 34
Pin: Sử dụng 4 viên pin AA, thời lượng sử dụng pin từ 6 tháng đến 1 năm tuỳ vào tần suất sử dụng, kết nói pin dự phòng qua cổng micro USB
Thích hợp: Nhôm XingFa, Euro Window, cửa nhựa lõi thép...
Kích thước: 293mm (dài) x 38mm (rộng) x 30mm (dày)
Thiết kế và công nghệ: AUSTRALIA","Màu sắc: Bạc
Cách mở khóa: 200 vân tay và chìa khóa cơ trong trường hợp khẩn cấp
Cấu tạo: Inox 34
Pin: Sử dụng 4 viên pin AA, thời lượng sử dụng pin từ 6 tháng đến 1 năm tuỳ vào tần suất sử dụng, kết nói pin dự phòng qua cổng micro USB
Thích hợp: Nhôm XingFa, Euro Window, cửa nhựa lõi thép...
Kích thước: 293mm (dài) x 38mm (rộng) x 30mm (dày)
Thiết kế và công nghệ: AUSTRALIA","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/(450x450)_FP5290_1.png"
"FP8161","Khóa vân tay MH: FP8161","khoa-van-tay-fp8161","Chức năng: khóa đôi: khóa bằng 3 chốt. Đóng cửa lại tự khóa, tích hợp chốt an toàn
Màu sắc: Bạc
Cách mở khóa: 99 thẻ MF, 32 mã số, 99 vân tay, 01 số chủ, có chức năng chống dò mã và chìa khóa cơ trong trường hợp khẩn cấp. Đặc biệt có chức năng thông hành.
Cấu tạo: Hợp kim
Pin: Sử dụng pin AA, Thời lượng sử dụng pin từ 6 tháng đến 1 năm tuỳ vào tần suất sử dụng, có chức năng đèn báo pin yếu
Thích hợp: căn hộ cao cấp, nhà phố, biệt thự
Đố cửa: 35mm (dày) x 90mm (rộng)
Kích thước: 280mm (dài) x 74mm (rộng) x 25mm (dày)
Thiết kế và công nghệ: AUSTRALIA","Chức năng: khóa đôi: khóa bằng 3 chốt. Đóng cửa lại tự khóa, tích hợp chốt an toàn
Màu sắc: Bạc
Cách mở khóa: 99 thẻ MF, 32 mã số, 99 vân tay, 01 số chủ, có chức năng chống dò mã và chìa khóa cơ trong trường hợp khẩn cấp. Đặc biệt có chức năng thông hành.
Cấu tạo: Hợp kim
Pin: Sử dụng pin AA, Thời lượng sử dụng pin từ 6 tháng đến 1 năm tuỳ vào tần suất sử dụng, có chức năng đèn báo pin yếu
Thích hợp: căn hộ cao cấp, nhà phố, biệt thự
Đố cửa: 35mm (dày) x 90mm (rộng)
Kích thước: 280mm (dài) x 74mm (rộng) x 25mm (dày)
Thiết kế và công nghệ: AUSTRALIA","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/(450x450)_FP8161.png"
"FP8159","Khóa vân tay MH: FP8159","khoa-van-tay-fp8159","Chức năng: Chức năng khóa đôi: Khóa bằng 3 chốt. Nâng tay nắm để bật chốt an toàn khi khóa cửa.
Màu sắc: Vàng hoặc Bạc.
Cách mở khóa: 50 thẻ Mifare, 20 mã số, cảm biến 200 vân tay có chức năng chống dò mã và chìa khóa cơ trong trường hợp khẩn cấp.
Cấu tạo: Hợp kim.
Pin: Sử dụng 8 viên pin AAA, tuổi thọ pin từ 6 tháng đến 12 tháng tùy theo tần suất sử dụng, có chức năng đèn báo pin yếu.
Thích hợp: Căn hộ cao cấp, nhà phố, biệt thự.
Đố cửa: 40 mm (dày) x 90 mm (rộng).
Kích thước: 256mm (dài) x 60mm (rộng) x16mm (dày).
Thiết kế và công nghệ: AUSTRALIA.","Chức năng: Chức năng khóa đôi: Khóa bằng 3 chốt. Nâng tay nắm để bật chốt an toàn khi khóa cửa.
Màu sắc: Vàng hoặc Bạc.
Cách mở khóa: 50 thẻ Mifare, 20 mã số, cảm biến 200 vân tay có chức năng chống dò mã và chìa khóa cơ trong trường hợp khẩn cấp.
Cấu tạo: Hợp kim.
Pin: Sử dụng 8 viên pin AAA, tuổi thọ pin từ 6 tháng đến 12 tháng tùy theo tần suất sử dụng, có chức năng đèn báo pin yếu.
Thích hợp: Căn hộ cao cấp, nhà phố, biệt thự.
Đố cửa: 40 mm (dày) x 90 mm (rộng).
Kích thước: 256mm (dài) x 60mm (rộng) x16mm (dày).
Thiết kế và công nghệ: AUSTRALIA.","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/(450x450)_FP8159_459x450-01.png"
"FP8080","Khóa vân tay MH: FP8080","khoa-van-tay-fp8080","Khóa Vân Tay cao cấp Màu sắc: Vàng hồng
Cách mở khóa: 150 vân tay, 150 mã số, có chức năng chống dò mã và chìa khóa cơ trong trường hợp khẩn cấp
Cấu tạo: Hợp kim
Pin: sử dụng pin AA tuổi thọ pin từ 6 tháng đến 12 tháng tùy theo tần suất sử dụng, có chức năng đèn báo pin yếu và kết nối pin dự phòng
Thích hợp: biệt thự, phòng giám đốc, căn hộ sang trọng
Đố cửa: 35mm (dày) x 105mm (rộng)
Kích thước: 665mm (dài) x 85mm (rộng) x 38mm (dày)
Thiết kế và công nghệ: AUSTRALIA","Khóa Vân Tay cao cấp Màu sắc: Vàng hồng
Cách mở khóa: 150 vân tay, 150 mã số, có chức năng chống dò mã và chìa khóa cơ trong trường hợp khẩn cấp
Cấu tạo: Hợp kim
Pin: sử dụng pin AA tuổi thọ pin từ 6 tháng đến 12 tháng tùy theo tần suất sử dụng, có chức năng đèn báo pin yếu và kết nối pin dự phòng
Thích hợp: biệt thự, phòng giám đốc, căn hộ sang trọng
Đố cửa: 35mm (dày) x 105mm (rộng)
Kích thước: 665mm (dài) x 85mm (rộng) x 38mm (dày)
Thiết kế và công nghệ: AUSTRALIA","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/(450x450)_FP8080.png"
"FP8110","Khóa vân tay MH: FP8110","khoa-van-tay-fp8110","Màu sắc: Vàng, Bạc hoặc Đồng Đỏ
Cách mở khóa: 300 vân tay, 100 mã số, có chức năng chống dò mã và chìa khóa cơ trong trường hợp khẩn cấp
Cấu tạo: Hợp kim
Pin: Sử dụng 8 viên pin AA tuổi thọ pin từ 6 tháng đến 12 tháng tùy theo tần suất sử dụng, có chức năng đèn báo pin yếu, có kết nối pin dự phòng.
Thích hợp: Biệt thự, phòng giám đốc, căn hộ sang trọng
Đố cửa: 42mm (dày) x 105mm (rộng)
Kích thước: 319mm (dài) x 76mm (rộng) x 28mm (dày)
Thiết kế và công nghệ: AUSTRALIA","Màu sắc: Vàng, Bạc hoặc Đồng Đỏ
Cách mở khóa: 300 vân tay, 100 mã số, có chức năng chống dò mã và chìa khóa cơ trong trường hợp khẩn cấp
Cấu tạo: Hợp kim
Pin: Sử dụng 8 viên pin AA tuổi thọ pin từ 6 tháng đến 12 tháng tùy theo tần suất sử dụng, có chức năng đèn báo pin yếu, có kết nối pin dự phòng.
Thích hợp: Biệt thự, phòng giám đốc, căn hộ sang trọng
Đố cửa: 42mm (dày) x 105mm (rộng)
Kích thước: 319mm (dài) x 76mm (rộng) x 28mm (dày)
Thiết kế và công nghệ: AUSTRALIA","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/(450x450)_FP8110.png"
"FP8012","Khóa vân tay MH: FP8012","khoa-van-tay-fp8012","Màu sắc: Vàng, Titan
Cách mở khóa: 50 vân tay, 32 mã số, chìa khóa cơ
Cấu tạo: Hợp kim, kiếng cường lực
Pin: Sử dụng pin AA, tuổi thọ pin từ 6 tháng đến 12 tháng tùy theo tần suất sử dụng, có đèn chức năng báo pin yếu
Thích hợp: Phù hợp cho biệt thự, phòng Giám Đốc, căn hộ sang trọng
Đố cửa: 35mm (dầy) x 90mm (rộng)
Kích thước: 285mm x 60mm
Thiết kế và công nghệ: AUSTRALIA
Bảo hành: 24 Tháng","Màu sắc: Vàng, Titan
Cách mở khóa: 50 vân tay, 32 mã số, chìa khóa cơ
Cấu tạo: Hợp kim, kiếng cường lực
Pin: Sử dụng pin AA, tuổi thọ pin từ 6 tháng đến 12 tháng tùy theo tần suất sử dụng, có đèn chức năng báo pin yếu
Thích hợp: Phù hợp cho biệt thự, phòng Giám Đốc, căn hộ sang trọng
Đố cửa: 35mm (dầy) x 90mm (rộng)
Kích thước: 285mm x 60mm
Thiết kế và công nghệ: AUSTRALIA
Bảo hành: 24 Tháng","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/(450x450)_FP8012-G-01-01.png"
"FP3308W","Khóa vân tay MH: FP3308W","khoa-van-tay-fp3308w","Khóa vân tay cao cấp
Màu sắc: Bạc hoặc Vàng Champange
Cách mở khóa: 199 vân tay, 8 mật mã, 8 remote và chìa khóa cơ trong trường hợp khẩn cấp
Cấu tạo: Hợp kim
Pin: Sử dụng pin AA tuổi thọ pin từ 6 tháng đến 12 tháng tùy theo tần suất sử dụng, có chức năng đèn báo pin yếu, kết nối pin dự phòng
Thích hợp: Phù hợp cho biệt thự, phòng Giám Đốc, căn hộ sang trọng
Đố cửa: 38mm ( dày) x 100mm (rộng)
Kích thước: 350mm (dài) x 60mm (rộng) x 30mm (dày)
Thiết kế và công nghệ: AUSTRALIA
Bảo hành: 24 tháng","Khóa vân tay cao cấp
Màu sắc: Bạc hoặc Vàng Champange
Cách mở khóa: 199 vân tay, 8 mật mã, 8 remote và chìa khóa cơ trong trường hợp khẩn cấp
Cấu tạo: Hợp kim
Pin: Sử dụng pin AA tuổi thọ pin từ 6 tháng đến 12 tháng tùy theo tần suất sử dụng, có chức năng đèn báo pin yếu, kết nối pin dự phòng
Thích hợp: Phù hợp cho biệt thự, phòng Giám Đốc, căn hộ sang trọng
Đố cửa: 38mm ( dày) x 100mm (rộng)
Kích thước: 350mm (dài) x 60mm (rộng) x 30mm (dày)
Thiết kế và công nghệ: AUSTRALIA
Bảo hành: 24 tháng","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/(450x450)_FP3308-01-01.png"
"X300-FH","Khóa vân tay MH: X300-FH","khoa-van-tay-x300-fh","LẮP ĐẶT: MIỄN PHÍ
BẢO HÀNH: 24 THÁNG
Chất Liệu: Thép đúc liền khối
Nhà sản xuất:Gateman ( KOREA )
Quy cách:Khóa cửa vân tay có tay cầm","LẮP ĐẶT: MIỄN PHÍ
BẢO HÀNH: 24 THÁNG
Chất Liệu: Thép đúc liền khối
Nhà sản xuất:Gateman ( KOREA )
Quy cách:Khóa cửa vân tay có tay cầm","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/gateman-x300fh-2.jpg"
"A330-FH","Khóa vân tay MH: A330-FH","khoa-van-tay-a330-fh","BẢO HÀNH: 24 THÁNG
Chất Liệu: Thép đúc liền khối
Nhà sản xuất:Gateman ( KOREA )
Trọng lượng:4Kg
Quy cách:Khóa điện tử có tay cầm","BẢO HÀNH: 24 THÁNG
Chất Liệu: Thép đúc liền khối
Nhà sản xuất:Gateman ( KOREA )
Trọng lượng:4Kg
Quy cách:Khóa điện tử có tay cầm","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/kgateman-a330fh-0.jpg"
"WF-100","Khóa vân tay MH: WF-100","khoa-van-tay-wf-100","Gateman Kích thước: 72(w) X 283(H) X 27(D) mm
LẮP ĐẶT:  MIỄN PHÍ
BẢO HÀNH:  24 THÁNG
Chất Liệu:  Thép đúc liền khối
Nhà sản xuất: Gateman ( KOREA )
Trọng lượng: 4Kg
Quy cách: Khóa điện tử có tay cầm","Gateman Kích thước: 72(w) X 283(H) X 27(D) mm
LẮP ĐẶT:  MIỄN PHÍ
BẢO HÀNH:  24 THÁNG
Chất Liệu:  Thép đúc liền khối
Nhà sản xuất: Gateman ( KOREA )
Trọng lượng: 4Kg
Quy cách: Khóa điện tử có tay cầm","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/gateman-wf100-1.jpg"
"YDM 4109","Khóa vân tay mã số chìa cơ MH: YDM 4109 Ultimate","khoa-van-tay-ma-so-chia-co-ydm-4109-ultimate","Loại khoá có tay cầm
Vân tay: Tối đa 20
Chìa khoá: 02
Mã số: 6-12 ký tự điện tử
Màu sắc: Đen/ Vàng
Kích thước thân ngoài: 28.5(D) X 68.6(W) X 320.7(H) mm
Độ dày cửa : Phù hợp với cửa gỗ hoặc cửa sắt, dày từ 30cm trở lên
Backset: 60 mm","Loại khoá có tay cầm
Vân tay: Tối đa 20
Chìa khoá: 02
Mã số: 6-12 ký tự điện tử
Màu sắc: Đen/ Vàng
Kích thước thân ngoài: 28.5(D) X 68.6(W) X 320.7(H) mm
Độ dày cửa : Phù hợp với cửa gỗ hoặc cửa sắt, dày từ 30cm trở lên
Backset: 60 mm","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/YDM 4109-wifi-ultimate.jpg"
"YMG40","Khóa vân tay MH: YMG40","khoa-van-tay-ymg40","Thông số kỹ thuật sản phẩm:
Mã PIN: 6-12 chữ số
Màu sắc: Vàng / Bạc
Mặt trận Body Kích thước: 76 (W) x 359,1 (H) x 67,6 (D) mm
Trở lại Body Kích thước: 76 (W) x 359,1 (H) x 65.2 (D) mm","Thông số kỹ thuật sản phẩm:
Mã PIN: 6-12 chữ số
Màu sắc: Vàng / Bạc
Mặt trận Body Kích thước: 76 (W) x 359,1 (H) x 67,6 (D) mm
Trở lại Body Kích thước: 76 (W) x 359,1 (H) x 65.2 (D) mm","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/khoa-dien-tu-gateman-wv40-1.jpg"
"YDM 3109","Khóa vân tay MH: YDM 3109","khoa-van-tay-ydm3109","Khóa tay gạt
Loại khóa thẻ: 4 (lên đến 40 thẻ)
Chìa khóa cơ: 2
Mã PIN: 6-12 số
Màu: Bạc
Thông số mặt trước: 27 (D) x 68.6 (W) x 306.6 (H) mm
Thông số mặt sau: 37.0 (D) x 72.8 (W)  x 306.6 (H)
Độ dày cửa: thích hợp với cửa sắt và gỗ dày 40-80mm
Backset: 60 mm","Khóa tay gạt
Loại khóa thẻ: 4 (lên đến 40 thẻ)
Chìa khóa cơ: 2
Mã PIN: 6-12 số
Màu: Bạc
Thông số mặt trước: 27 (D) x 68.6 (W) x 306.6 (H) mm
Thông số mặt sau: 37.0 (D) x 72.8 (W)  x 306.6 (H)
Độ dày cửa: thích hợp với cửa sắt và gỗ dày 40-80mm
Backset: 60 mm","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/ydm3109a-1470993342.jpg"
"YDM2106","Khóa mã số thẻ cảm ứng MH: YDM2106","khoa-ma-so-the-cam-ung-ydm2106","Khóa tay gạt
Chìa i-Button: 4 thẻ
Khóa cơ: 2 cái
Mã PIN: 4-12 số
Màu: Bạc
Thông số mặt thân: 72 (W) x 304 (H) x 36 (D) mm
Thích hợp với cửa sắt và cửa gỗ có độ dày 45-55mm
Backset: 70mm","Khóa tay gạt
Chìa i-Button: 4 thẻ
Khóa cơ: 2 cái
Mã PIN: 4-12 số
Màu: Bạc
Thông số mặt thân: 72 (W) x 304 (H) x 36 (D) mm
Thích hợp với cửa sắt và cửa gỗ có độ dày 45-55mm
Backset: 70mm","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/ydm2106.jpg"
"YDR3108","Khóa mã số thẻ cảm ứng MH: YDR3108","khoa-ma-so-the-cam-ung-ydr3108","Loại khóa Rim Lock
Thẻ tiệm cận: 4 thẻ (lên đến 20 thẻ)
Mã PIN: 4-12 số
Màu: Bạc
Thông số mặt trước:  80 (W) x 171 (H) x 23 (D) mm
Thích hợp với cửa sắt và cửa gỗ độ dày 45-55mm
Backset: 60-90 mm","Loại khóa Rim Lock
Thẻ tiệm cận: 4 thẻ (lên đến 20 thẻ)
Mã PIN: 4-12 số
Màu: Bạc
Thông số mặt trước:  80 (W) x 171 (H) x 23 (D) mm
Thích hợp với cửa sắt và cửa gỗ độ dày 45-55mm
Backset: 60-90 mm","publish","0","visible","instock","http://xsmart.local/wp-content/uploads/2019/03/YDR 3108.jpg"
